longitude	latitude	speed
-122.47876	45.504647	12
-122.479532	45.504645	11.8
-122.480262	45.504648	11.4
-122.481003	45.504652	11.4
-122.481763	45.504652	11.8
-122.48248	45.504653	11
-122.483155	45.504652	10.4
-122.483743	45.504653	9.2
-122.484237	45.504655	7.6
-122.484803	45.504653	8.8
-122.485458	45.504653	10
-122.486083	45.504653	9.8
-122.486563	45.504653	7.4
-122.486882	45.504653	5
-122.487258	45.504653	5.8
-122.487842	45.50465	9
-122.512692	45.504112	11.6
-122.488512	45.504648	10.2
-122.489185	45.504645	10.4
-122.489785	45.504643	9.4
-122.49012	45.504643	5.2
-122.511985	45.504122	11
-122.491005	45.504628	2.267
-122.49162	45.504623	9.6
-122.51143	45.50413	8.4
-122.492298	45.504622	10.4
-122.49303	45.504622	11.4
-122.51112	45.504135	4.8
-122.493755	45.504627	11.2
-122.510615	45.50415	4.967
-122.49445	45.504625	10.6
-122.495117	45.50464	10.4
-122.509978	45.50416	9.8
-122.495735	45.504648	9.6
-122.496095	45.504648	5.6
-122.509238	45.504165	11.4
-122.496757	45.504637	1.457
-122.50846	45.504178	12
-122.497512	45.504612	11.8
-122.498372	45.504585	13.2
-122.507647	45.504187	12.6
-122.499272	45.504552	4.441
-122.500193	45.504523	14.2
-122.506818	45.504208	12.8
-122.501082	45.504498	13.8
-122.506007	45.504235	12.6
-122.501788	45.50448	10.8
-122.502113	45.504472	5
-122.505235	45.504257	12
-122.503182	45.50444	2.767
-122.503943	45.504415	11.8
-122.504475	45.504275	11.6
-122.504663	45.504395	11.2
-122.503728	45.504297	11.6
-122.505362	45.504375	10.8
-122.506067	45.504358	10.8
-122.502995	45.504317	11.4
-122.506762	45.504342	10.8
-122.502262	45.504338	11.4
-122.501575	45.50436	10.6
-122.500932	45.504377	9.8
-122.50743	45.504337	13
-122.508115	45.504328	8.833
-122.500233	45.504397	11
-122.508822	45.504317	13.5
-122.49951	45.504417	11.2
-122.509487	45.504313	10.4
-122.509992	45.504312	7.6
-122.498787	45.504447	11.2
-122.510165	45.504312	2.6
-122.510512	45.504307	1.867
-122.498097	45.504442	10.6
-122.511107	45.504287	9.2
-122.49752	45.504457	8.8
-122.51174	45.504275	9.8
-122.512365	45.504265	9.6
-122.497165	45.504465	5.6
-122.496325	45.504497	1.444
-122.495633	45.504498	10.8
-122.512955	45.504255	9.2
-122.513397	45.504247	6.6
-122.494802	45.504502	12.8
-122.51384	45.50424	7
-122.493878	45.504505	14.2
-122.514395	45.504233	8.6
-122.515043	45.504223	10
-122.492928	45.504508	14.8
-122.515738	45.504212	10.8
-122.491965	45.504505	14.8
-122.516447	45.5042	11
-122.517122	45.50419	10.4
-122.490992	45.504508	15.2
-122.51784	45.504182	11.2
-122.518583	45.504168	11.4
-122.49002	45.50452	15
-122.519317	45.504155	11.4
-122.48904	45.504528	15.2
-122.52003	45.504145	11
-122.520742	45.504148	11
-122.488067	45.504533	15
-122.521492	45.504147	11.6
-122.522248	45.504148	11.8
-122.487157	45.504535	14
-122.522978	45.504147	11.2
-122.486332	45.504537	12.8
-122.485693	45.504537	9.8
-122.523693	45.504145	11
-122.524377	45.504135	10.6
-122.524925	45.504123	8.4
-122.525135	45.504123	3
-122.525927	45.504125	3.15
-122.526535	45.504122	9.4
-122.527168	45.504107	10
-122.52782	45.504113	10
-122.528473	45.504122	10.2
-122.529132	45.504123	10
-122.529668	45.504118	8.2
-122.530948	45.504127	10
-122.531677	45.504133	11.4
-122.532413	45.504137	11.4
-122.533177	45.50414	11.8
-122.53393	45.504142	11.6
-122.534647	45.504143	11.2
-122.53535	45.504138	10.8
-122.53602	45.504155	10.4
-122.536607	45.504163	9
-122.53699	45.504172	5.6
-122.53717	45.50418	2.8
-122.537393	45.504185	0.3
-122.537923	45.504197	8.4
-122.538343	45.504202	6
-122.539038	45.504183	0.259
-122.53977	45.504195	11.6
-122.540573	45.504205	12.4
-122.541405	45.504215	13
-122.542252	45.504223	13
-122.543093	45.504228	13
-122.543903	45.504237	12.4
-122.54466	45.504243	11.8
-122.545412	45.504253	11.6
-122.546123	45.504258	11
-122.54679	45.504263	10.2
-122.547457	45.504272	10.4
-122.548068	45.504277	9.4
-122.548645	45.504278	8.8
-122.549267	45.504285	9.8
-122.54997	45.50429	11
-122.5507	45.50429	11.2
-122.551453	45.5043	11.8
-122.552238	45.504307	12.2
-122.553012	45.50431	11.8
-122.553763	45.504307	11.6
-122.554658	45.50432	11.5
-122.555575	45.504332	12
-122.556488	45.504338	11.667
-122.55726	45.504352	12
-122.55802	45.504357	11.8
-122.558787	45.504372	11.8
-122.485093	45.504535	9.2
-122.559508	45.504385	4.355
-122.55994	45.50439	6
-122.56092	45.50441	3.16
-122.484493	45.504523	9.2
-122.561617	45.504422	11
-122.562378	45.504438	11.8
-122.484232	45.50452	4
-122.56316	45.504463	12
-122.48284	45.504528	4.4
-122.56394	45.50448	12.2
-122.564703	45.504495	11.6
-122.481952	45.504527	13.6
-122.565312	45.504503	9.2
-122.565668	45.50451	5
-122.481057	45.504523	14
-122.565747	45.50451	0.8
-122.480137	45.50452	14.2
-122.565747	45.50451	0
-122.565747	45.50451	0
-122.479187	45.504518	14.6
-122.56575	45.504508	1
-122.478213	45.504513	15.2
-122.566037	45.504505	5.2
-122.566625	45.504512	9.2
-122.4772	45.504517	15.6
-122.567172	45.504523	8
-122.56744	45.504528	3.6
-122.476205	45.504513	15.4
-122.568147	45.504537	2.32
-122.475292	45.504507	14
-122.568667	45.504547	8.2
-122.56927	45.504557	9.4
-122.474617	45.504495	10.2
-122.474373	45.50449	3.4
-122.56988	45.504568	9.4
-122.570497	45.504577	9.6
-122.571117	45.50459	9.6
-122.584885	45.505423	5.4
-122.571727	45.504603	9.4
-122.572335	45.504598	9.4
-122.572968	45.504607	9.8
-122.573575	45.504625	9.4
-122.57417	45.504643	9.2
-122.574805	45.504657	9.8
-122.58535	45.505423	7.4
-122.575267	45.504672	6.6
-122.585933	45.505422	9.2
-122.576337	45.504667	1.74
-122.577128	45.504718	12.4
-122.587392	45.505425	11.5
-122.577827	45.504777	10.4
-122.578263	45.50483	6.4
-122.588257	45.505423	13.6
-122.578432	45.504852	2.2
-122.589135	45.505423	13.4
-122.578548	45.504867	0.244
-122.578902	45.504955	6
-122.590005	45.505417	13.6
-122.579145	45.505007	3.4
-122.58007	45.505123	3.12
-122.590923	45.505415	14.2
-122.58056	45.505208	7
-122.591847	45.505413	14.2
-122.580645	45.505222	0.8
-122.580645	45.505222	0
-122.592733	45.505412	13.6
-122.580645	45.505222	0
-122.593503	45.505412	11.4
-122.580645	45.505222	0
-122.580698	45.505228	2.333
-122.59398	45.505422	6.6
-122.581055	45.505293	6.2
-122.581645	45.50537	9.8
-122.594107	45.505425	1.4
-122.58244	45.505412	12.6
-122.595092	45.505408	2.371
-122.583287	45.505423	13
-122.584063	45.505423	11.6
-122.59577	45.505408	10.6
-122.584542	45.505423	6.8
-122.596497	45.505412	11.4
-122.59724	45.505408	11.4
-122.64918	45.504853	10
-122.598015	45.505407	12.2
-122.649815	45.504853	9.8
-122.598805	45.505405	12.2
-122.650455	45.504853	9.8
-122.651043	45.504857	9
-122.599623	45.505402	12.6
-122.651623	45.504858	9
-122.652163	45.504862	8.2
-122.600435	45.50539	12.6
-122.652673	45.504862	4.76
-122.601192	45.505387	11.4
-122.653175	45.504863	7.6
-122.653733	45.50488	8.8
-122.601863	45.505392	10.2
-122.654302	45.504885	8.6
-122.65483	45.50489	8.2
-122.655165	45.504897	4.8
-122.655843	45.504898	2.7
-122.65634	45.505015	8.2
-122.656768	45.505245	8.4
-122.657018	45.50539	4.6
-122.657063	45.505415	0.8
-122.60239	45.505393	7.4
-122.657237	45.505488	1.133
-122.65756	45.505412	5.4
-122.602533	45.505392	1.6
-122.657745	45.505138	6.8
-122.658038	45.50492	6.8
-122.603082	45.505378	1.92
-122.658497	45.504898	6.8
-122.60358	45.505367	7.8
-122.658737	45.504992	4
-122.658752	45.50528	6.8
-122.60417	45.505363	9.4
-122.658737	45.505543	5.2
-122.658737	45.505563	0.044
-122.604855	45.505358	10.8
-122.658728	45.505652	2
-122.605605	45.505358	11.6
-122.65889	45.505912	6.6
-122.659388	45.506173	9.8
-122.606297	45.505353	10.4
-122.660018	45.506385	10.8
-122.660655	45.506505	10
-122.661243	45.50654	9.2
-122.661755	45.50654	7.8
-122.662237	45.506537	7.4
-122.606893	45.505353	8.8
-122.662715	45.50655	7.4
-122.60725	45.505363	4.8
-122.663082	45.506563	5.4
-122.663172	45.506568	1
-122.607333	45.505363	0.8
-122.663995	45.506587	1.489
-122.664512	45.506547	8
-122.607355	45.505362	0.267
-122.664962	45.506332	8.6
-122.607665	45.505352	5.4
-122.665372	45.506055	9
-122.665783	45.505775	8.8
-122.608143	45.505352	7.6
-122.666183	45.50551	8.4
-122.666577	45.505253	8.4
-122.666967	45.505	8.2
-122.667358	45.504747	8.4
-122.66777	45.50448	8.6
-122.66819	45.504207	8.8
-122.668587	45.503952	8.4
-122.668957	45.503708	7.8
-122.669317	45.503473	7.4
-122.669707	45.503263	7.8
-122.670167	45.503092	8
-122.67062	45.502953	7.6
-122.671065	45.502822	7.4
-122.671467	45.502705	6.6
-122.671725	45.50263	4
-122.671827	45.502602	0.3
-122.672155	45.502532	5.6
-122.672617	45.502592	7.2
-122.67292	45.502835	7.2
-122.673068	45.50317	8
-122.673225	45.503522	8.2
-122.673403	45.503887	8.6
-122.673585	45.504253	8.4
-122.673807	45.50462	8.8
-122.674017	45.504962	8.2
-122.674262	45.505303	8.4
-122.674613	45.505637	9.2
-122.674907	45.50599	9
-122.675115	45.506368	8.8
-122.67529	45.506743	8.8
-122.675418	45.50712	8.6
-122.675547	45.507487	8.2
-122.675857	45.5078	8.4
-122.676325	45.507978	8.2
-122.67682	45.508012	7.6
-122.67734	45.508005	6.667
-122.677842	45.508033	8
-122.678497	45.508033	8.333
-122.679163	45.508005	8.667
-122.6797	45.507992	8.4
-122.68023	45.507985	8.2
-122.681297	45.508012	8.2
-122.68168	45.50805	5.6
-122.68194	45.508138	4.4
-122.681983	45.508433	7
-122.608667	45.505353	5.035
-122.68188	45.508822	8.6
-122.681698	45.509195	8.6
-122.681535	45.509542	8
-122.609173	45.505352	7.6
-122.681427	45.509743	4
-122.609647	45.505345	7.4
-122.681397	45.509777	0.8
-122.68146	45.50995	4.2
-122.610078	45.505342	6.2
-122.681883	45.510062	5.667
-122.682068	45.510107	2.4
-122.610313	45.505345	3
-122.682118	45.510115	4.629
-122.611145	45.505333	2.76
-122.6824	45.510187	5
-122.682803	45.510287	6.6
-122.611657	45.505327	8
-122.68309	45.510362	4.2
-122.68314	45.510373	0.6
-122.612197	45.505313	6.8
-122.683212	45.510395	0.533
-122.612715	45.505312	8
-122.683268	45.510595	4.8
-122.683093	45.510882	6.4
-122.613217	45.505315	7.8
-122.683053	45.51095	1
-122.613672	45.505308	7
-122.683048	45.510962	0.15
-122.682918	45.511193	6.2
-122.614148	45.505308	7.2
-122.682757	45.511477	6.2
-122.682657	45.511637	3.8
-122.614642	45.505307	7.6
-122.68251	45.511907	6.4
-122.615115	45.505305	7.4
-122.682377	45.512145	5.4
-122.682302	45.512245	2
-122.615613	45.505305	7.6
-122.682215	45.512397	4.2
-122.682053	45.512695	7
-122.61617	45.505307	8.6
-122.681945	45.512897	4.2
-122.616747	45.5053	9
-122.681847	45.513088	5
-122.617323	45.505295	8.8
-122.68168	45.513395	7
-122.681567	45.513588	4.2
-122.617873	45.505297	8.6
-122.681415	45.513812	6
-122.61836	45.50529	7.6
-122.681233	45.514117	6.8
-122.681163	45.514235	2.2
-122.618817	45.505232	7
-122.61915	45.50498	7.6
-122.680972	45.514675	3.8
-122.619527	45.50479	7.4
-122.680757	45.515097	9.6
-122.620042	45.50476	8
-122.680557	45.515473	8.8
-122.680367	45.51584	8.6
-122.620495	45.504763	7
-122.680188	45.516178	7.6
-122.620822	45.504765	5
-122.680117	45.516302	2.2
-122.68007	45.516382	2.6
-122.621038	45.504773	3.4
-122.679908	45.516673	7
-122.621455	45.504782	6.2
-122.679785	45.516897	4.8
-122.679725	45.516982	2
-122.621878	45.504792	6.6
-122.67957	45.517197	5.8
-122.679397	45.517463	6
-122.62207	45.504797	3
-122.679348	45.517545	1.4
-122.622107	45.504798	0.6
-122.67905	45.51817	1.169
-122.678995	45.518263	1.6
-122.62212	45.5048	0.05
-122.678967	45.518307	1.4
-122.678838	45.518562	6.8
-122.622422	45.504802	4.6
-122.678648	45.518928	8.6
-122.622863	45.504807	6.8
-122.678488	45.519243	6.8
-122.678412	45.519388	2.8
-122.623037	45.504812	2.8
-122.678398	45.519415	0.6
-122.623923	45.504795	4.533
-122.678358	45.519488	2.2
-122.678228	45.519723	6.2
-122.624527	45.504793	9.2
-122.678002	45.52013	9.8
-122.67775	45.520538	9.8
-122.625132	45.504795	9.4
-122.677578	45.520827	5.8
-122.625672	45.5048	8.4
-122.677207	45.521578	3.68
-122.677057	45.521857	5
-122.626203	45.504803	8.2
-122.676967	45.522035	4.2
-122.676862	45.522223	4.4
-122.626747	45.504803	8.2
-122.676677	45.522523	7.2
-122.627282	45.504807	8.4
-122.676552	45.52275	5.4
-122.676505	45.52283	2
-122.627848	45.504807	8.6
-122.6765	45.522837	0.333
-122.628407	45.504808	8.6
-122.628952	45.504812	8.4
-122.6765	45.522837	0
-122.629488	45.50481	8.4
-122.6765	45.522837	0
-122.630002	45.504802	7.8
-122.676485	45.522888	1.667
-122.676412	45.523223	7.2
-122.630487	45.504803	7.6
-122.676422	45.523523	6.8
-122.676418	45.523608	2
-122.631385	45.50481	6.9
-122.676415	45.52371	0.733
-122.631867	45.504812	7.4
-122.676425	45.524047	7.2
-122.67644	45.524292	5.6
-122.632305	45.504813	6.8
-122.676448	45.524358	1.4
-122.67646	45.524632	5.8
-122.632605	45.504812	4.6
-122.676483	45.52496	7.4
-122.633058	45.50481	7
-122.676493	45.525053	2.2
-122.676492	45.525212	3.2
-122.633517	45.504815	7.2
-122.676487	45.525527	7
-122.633972	45.504813	7
-122.676488	45.525627	2.2
-122.67657	45.526222	4.333
-122.634398	45.504815	6.4
-122.676575	45.526442	5
-122.676575	45.52645	0.333
-122.634805	45.504813	6.4
-122.676575	45.52645	0
-122.635213	45.504817	6.2
-122.676575	45.52645	0
-122.676573	45.52645	0
-122.635667	45.50482	7
-122.676572	45.526625	3.8
-122.63615	45.504822	7.4
-122.676607	45.526985	7.8
-122.676623	45.527343	8
-122.636658	45.50482	8
-122.676622	45.527578	5.2
-122.676625	45.527703	2.8
-122.676623	45.527803	0.333
-122.67649	45.528012	6.4
-122.67608	45.52801	4.6
-122.675883	45.528005	4.475
-122.675555	45.527837	0
-122.67557	45.527688	3
-122.675575	45.527647	0.6
-122.675575	45.527625	0.1
-122.675577	45.527417	4.8
-122.675583	45.52712	6.6
-122.675577	45.52693	3.6
-122.675573	45.526895	0.8
-122.675578	45.526687	5.2
-122.675578	45.526245	9.6
-122.67557	45.526052	3.6
-122.675558	45.52594	0.371
-122.675538	45.525643	6.8
-122.67552	45.52539	5.4
-122.675493	45.525117	6.2
-122.675465	45.524748	8.2
-122.675458	45.524362	8.4
-122.675435	45.52404	6.8
-122.675432	45.523925	2
-122.67543	45.523925	0
-122.67543	45.523925	1
-122.675432	45.52389	2.5
-122.675425	45.523627	6
-122.675408	45.52334	6.4
-122.67539	45.523	7.4
-122.67549	45.522652	7.8
-122.675687	45.522292	8.4
-122.675908	45.521913	9
-122.6761	45.521638	6
-122.676253	45.521373	6.8
-122.676418	45.521037	7.4
-122.676493	45.520895	3.2
-122.676643	45.520647	6.4
-122.676832	45.520362	6.4
-122.67707	45.519797	2.68
-122.677277	45.519475	7.6
-122.637175	45.50482	8
-122.67744	45.519208	6.4
-122.67761	45.518932	6.6
-122.677757	45.51862	7.2
-122.637698	45.504823	8
-122.677953	45.518255	7.167
-122.638233	45.504823	8.2
-122.678113	45.517888	7
-122.67824	45.51767	6.5
-122.638707	45.504823	7.4
-122.678507	45.517313	7.333
-122.678657	45.517048	6
-122.639162	45.504835	7
-122.67868	45.516967	1.2
-122.639635	45.504837	7.2
-122.678925	45.516355	1.197
-122.67902	45.516182	4
-122.640117	45.504823	7.6
-122.67917	45.515875	7.6
-122.640665	45.50482	8.4
-122.679328	45.515578	6.6
-122.679542	45.515248	8.4
-122.64123	45.504822	8.8
-122.679755	45.514957	6.4
-122.679842	45.514872	2.2
-122.6418	45.50482	8.8
-122.680028	45.514623	6.8
-122.642372	45.504825	8.8
-122.680133	45.514338	5.8
-122.680123	45.514278	0.6
-122.642925	45.50483	8.4
-122.643502	45.50483	9
-122.644073	45.504825	8.8
-122.680123	45.514278	1
-122.644655	45.50483	9
-122.68017	45.51417	3.75
-122.680323	45.513813	8.6
-122.645242	45.50484	9
-122.680448	45.513568	4.8
-122.680455	45.513515	1.2
-122.645715	45.504855	7.4
-122.680577	45.51327	6.6
-122.645948	45.504863	3.4
-122.680783	45.512872	9.4
-122.681012	45.51247	9.2
-122.646497	45.504848	0.142
-122.681127	45.51224	4.6
-122.68113	45.512203	0.8
-122.647152	45.50484	10.2
-122.68113	45.512203	0
-122.647865	45.504845	11
-122.68113	45.512203	0
-122.681138	45.51219	1
-122.648543	45.504852	10.4
-122.681248	45.511972	5.8
-122.681438	45.511632	8.2
-122.64829	45.50485	10.6
-122.681643	45.511248	9
-122.681808	45.510933	7
-122.682008	45.510633	7.6
-122.682198	45.510335	6.8
-122.6476	45.504845	10.6
-122.682243	45.510258	1.2
-122.646955	45.504842	4.189
-122.682547	45.509648	2.5
-122.682603	45.50955	1.6
-122.64651	45.504845	6.8
-122.646147	45.504832	5.6
-122.682645	45.509485	0.48
-122.682808	45.50917	7.8
-122.682987	45.50877	9.2
-122.645087	45.504837	2.733
-122.683053	45.508368	8.8
-122.68305	45.50808	5.8
-122.644315	45.50484	12
-122.682792	45.507953	5.2
-122.643513	45.504833	12.2
-122.682345	45.507963	6.6
-122.682122	45.507977	3.4
-122.642727	45.504823	12.2
-122.681663	45.507912	7.8
-122.681068	45.507858	9.2
-122.641962	45.504823	11.8
-122.680475	45.507822	9
-122.64126	45.504818	11
-122.679918	45.50782	4.08
-122.678845	45.5079	8.4
-122.640717	45.504818	8.4
-122.67826	45.507932	9
-122.67783	45.507932	5.8
-122.640408	45.504798	4.6
-122.677608	45.507945	3.8
-122.640292	45.504802	2
-122.677133	45.507965	7.8
-122.676583	45.507953	8.4
-122.64009	45.504807	3
-122.676065	45.507843	8.4
-122.6396	45.504812	7.8
-122.675685	45.507562	8.2
-122.675515	45.50718	9
-122.638893	45.504812	10.8
-122.675393	45.506753	9.4
-122.675213	45.506332	9.6
-122.638153	45.504808	11.4
-122.674997	45.505933	9.2
-122.637447	45.504803	11
-122.674677	45.505575	9.4
-122.674303	45.50523	9.6
-122.636757	45.504805	10.6
-122.674002	45.50484	9.6
-122.636105	45.50481	10.2
-122.673753	45.504445	9.4
-122.67354	45.504038	9.6
-122.635512	45.504812	9.2
-122.673343	45.503637	9.4
-122.673163	45.503263	8.4
-122.63501	45.504813	7.6
-122.672997	45.502908	8.2
-122.672795	45.502592	7.4
-122.672603	45.502452	3.4
-122.672502	45.502418	0.367
-122.672102	45.502437	6.4
-122.671652	45.502588	8
-122.634542	45.504808	7.4
-122.671228	45.502727	6.8
-122.670982	45.502807	3.4
-122.634255	45.504803	4.4
-122.670218	45.503013	2.4
-122.669652	45.503225	12
-122.633412	45.504803	2.64
-122.669165	45.503543	10.4
